Iteration	Posterior	Likelihood	Prior	beta	branchGC[1]	branchGC[2]	branchGC[3]	branchGC[4]	branchGC[5]	branchGC[6]	branchGC[7]	branchGC[8]	branchGC[9]	branchGC[10]	branchGC[11]	branchGC[12]	branchGC[13]	branchGC[14]	branchGC[15]	branchGC[16]	branchGC[17]	branchGC[18]	branchGC[19]	branchGC[20]	branchGC[21]	branchGC[22]	branchGC[23]	branchGC[24]	branchGC[25]	branchGC[26]	branchGC[27]	branchGC[28]	branchGC[29]	branchGC[30]	branchGC[31]	branchGC[32]	branchGC[33]	branchGC[34]	branchGC[35]	branchGC[36]	branchGC[37]	branchGC[38]	branchGC[39]	branchGC[40]	branchGC[41]	branchGC[42]	branchGC[43]	branchGC[44]	branchGC[45]	branchGC[46]	branchGC[47]	branchGC[48]	branchGC[49]	branchGC[50]	branchGC[51]	branchGC[52]	branchGC[53]	branchGC[54]	branchGC[55]	branchGC[56]	branchGC[57]	branchGC[58]	branchGC[59]	branchGC[60]	branchGC[61]	branchGC[62]	branchGC[63]	branchGC[64]	freqA	freqC	freqG	freqT	kappa	nodeGC[1]	nodeGC[2]	nodeGC[3]	nodeGC[4]	nodeGC[5]	nodeGC[6]	nodeGC[7]	nodeGC[8]	nodeGC[9]	nodeGC[10]	nodeGC[11]	nodeGC[12]	nodeGC[13]	nodeGC[14]	nodeGC[15]	nodeGC[16]	nodeGC[17]	nodeGC[18]	nodeGC[19]	nodeGC[20]	nodeGC[21]	nodeGC[22]	nodeGC[23]	nodeGC[24]	nodeGC[25]	nodeGC[26]	nodeGC[27]	nodeGC[28]	nodeGC[29]	nodeGC[30]	nodeGC[31]	nodeGC[32]	nodeGC[33]	nodeGC[34]	nodeGC[35]	nodeGC[36]	nodeGC[37]	nodeGC[38]	nodeGC[39]	nodeGC[40]	nodeGC[41]	nodeGC[42]	nodeGC[43]	nodeGC[44]	nodeGC[45]	nodeGC[46]	nodeGC[47]	nodeGC[48]	nodeGC[49]	nodeGC[50]	nodeGC[51]	nodeGC[52]	nodeGC[53]	nodeGC[54]	nodeGC[55]	nodeGC[56]	nodeGC[57]	nodeGC[58]	nodeGC[59]	nodeGC[60]	nodeGC[61]	nodeGC[62]	nodeGC[63]	nodeGC[64]	nodeGC[65]	nodeLogitGC[34]	nodeLogitGC[35]	nodeLogitGC[36]	nodeLogitGC[37]	nodeLogitGC[38]	nodeLogitGC[39]	nodeLogitGC[40]	nodeLogitGC[41]	nodeLogitGC[42]	nodeLogitGC[43]	nodeLogitGC[44]	nodeLogitGC[45]	nodeLogitGC[46]	nodeLogitGC[47]	nodeLogitGC[48]	nodeLogitGC[49]	nodeLogitGC[50]	nodeLogitGC[51]	nodeLogitGC[52]	nodeLogitGC[53]	nodeLogitGC[54]	nodeLogitGC[55]	nodeLogitGC[56]	nodeLogitGC[57]	nodeLogitGC[58]	nodeLogitGC[59]	nodeLogitGC[60]	nodeLogitGC[61]	nodeLogitGC[62]	nodeLogitGC[63]	nodeLogitGC[64]	nodeLogitGC[65]	nodelogT[34]	nodelogT[35]	nodelogT[36]	nodelogT[37]	nodelogT[38]	nodelogT[39]	nodelogT[40]	nodelogT[41]	nodelogT[42]	nodelogT[43]	nodelogT[44]	nodelogT[45]	nodelogT[46]	nodelogT[47]	nodelogT[48]	nodelogT[49]	nodelogT[50]	nodelogT[51]	nodelogT[52]	nodelogT[53]	nodelogT[54]	nodelogT[55]	nodelogT[56]	nodelogT[57]	nodelogT[58]	nodelogT[59]	nodelogT[60]	nodelogT[61]	nodelogT[62]	nodelogT[63]	nodelogT[64]	nodelogT[65]	rootFreq[1]	rootFreq[2]	rootFreq[3]	rootFreq[4]	sigma_GC	sigma_T
100	-42465.89	-42325.17	-140.7196	-0.5599513	0.4374433	0.4551133	0.4601623	0.4548855	0.3854819	0.3537849	0.3670224	0.3742814	0.4354996	0.3722769	0.3744349	0.3761455	0.3356582	0.3478872	0.3264537	0.3447082	0.3779075	0.3516049	0.3587404	0.4224399	0.4595409	0.3773073	0.3746373	0.521824	0.5037252	0.5042677	0.4759608	0.4382964	0.4254544	0.4449491	0.4410581	0.4611447	0.4647452	0.04691421	0.03255964	0.03545161	0.05778198	0.08113334	0.1440495	0.1716568	0.1658217	0.1080341	0.09658419	0.09887078	0.09409154	0.03155188	0.03836617	0.01779483	0.0205957	0.01128217	0.014606	0.02138997	0.03952282	0.05485075	0.04242079	0.04629048	0.05027329	0.04871008	0.03982913	0.03707839	0.05135019	0.06941205	0.05085206	0.06373151	0.4562478	0.04375216	0.04375216	0.4562478	0.3224689	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.06980243	0.04109328	0.024026	0.06868675	0.04687721	0.1610394	0.1270597	0.216254	0.1153895	0.09610558	0.09706281	0.1006788	0.01218875	0.050915	0.009772306	0.02581735	0.008726388	0.01383795	0.01537406	0.02740587	0.05806175	0.05163976	0.03849081	0.05409014	0.05096371	0.04645644	0.03320182	0.04095496	0.07707867	0.06174543	0.0399587	0.08750433	-2.589728	-3.149949	-3.704299	-2.607039	-3.012212	-1.650515	-1.92721	-1.287631	-2.036834	-2.241265	-2.230295	-2.189706	-4.394978	-2.925341	-4.618382	-3.630552	-4.732639	-4.266406	-4.15958	-3.569209	-2.786433	-2.910443	-3.218084	-2.861495	-2.924333	-3.02167	-3.371385	-3.153465	-2.482717	-2.721001	-3.17913	-2.344495	11.69542	12.20732	14.78448	7.726157	13.03299	9.456429	12.96232	10.9113	12.98762	10.05974	12.54857	14.11784	10.81128	9.635822	10.37074	10.85091	7.993916	10.78193	12.5114	13.31189	11.09822	12.79161	10.59136	9.278137	12.2553	13.31087	12.12215	13.65864	10.92523	13.7645	15.39783	14.24281	0.456248	0.0437522	0.0437522	0.456248	3.219113	10.62464
110	-42145.19	-42004.07	-141.1232	-0.5599513	0.4383225	0.4560521	0.4611011	0.4577049	0.3856865	0.3539895	0.366957	0.374216	0.4356721	0.3755201	0.3776781	0.3753176	0.3354211	0.3476501	0.3269038	0.3451583	0.3790695	0.3513636	0.3584991	0.4221965	0.4634136	0.3863603	0.3836903	0.5214956	0.5099326	0.5104751	0.4803474	0.4372943	0.4244523	0.4475193	0.4436283	0.4608579	0.4644584	0.04841424	0.03691662	0.04010335	0.05964481	0.08846505	0.1546435	0.175715	0.1699601	0.1194218	0.1095099	0.1096644	0.1079127	0.03247263	0.04255309	0.02126992	0.02408926	0.01021718	0.01424675	0.02161519	0.04501287	0.06382749	0.04987454	0.04639762	0.05112201	0.04959097	0.04222563	0.04161807	0.05570706	0.07188831	0.05326868	0.07151089	0.4493476	0.05065239	0.05065239	0.4493476	0.3224689	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.06922877	0.04623351	0.02759972	0.06668265	0.05260697	0.1734541	0.1358329	0.2155971	0.1243231	0.1142116	0.1048082	0.1145205	0.01170625	0.05323901	0.01067268	0.03186716	0.008252206	0.01218215	0.01631135	0.02691904	0.06454828	0.0631067	0.0383601	0.05443514	0.05137306	0.04780889	0.03664238	0.04659375	0.07895625	0.06482036	0.041717	0.1013048	-2.598597	-3.026714	-3.561962	-2.6388	-2.890865	-1.561342	-1.850341	-1.291511	-1.952113	-2.048426	-2.144906	-2.045375	-4.435857	-2.878255	-4.529338	-3.413793	-4.788988	-4.395526	-4.099449	-3.587633	-2.673616	-2.697743	-3.221622	-2.854773	-2.915902	-2.991554	-3.269219	-3.018575	-2.456614	-2.669119	-3.134234	-2.18281	12.33396	11.84571	14.73145	8.931438	12.79152	9.294406	10.97852	10.87834	12.63107	11.12435	12.90555	13.61333	11.30861	9.565534	9.255981	11.54782	9.618367	11.76472	12.57654	12.87417	10.86957	13.15916	8.959572	9.486271	11.50059	11.57882	13.09234	13.34284	11.31953	12.9968	14.67672	14.86122	0.449348	0.0506524	0.0506524	0.449348	2.679453	12.37618
120	-41871.04	-41733.52	-137.5231	-0.5536858	0.4386872	0.4570175	0.4620665	0.4611238	0.3816617	0.3499647	0.3677732	0.3750322	0.4368048	0.3779666	0.3801246	0.3754587	0.3354853	0.3477143	0.3268153	0.3450698	0.3798017	0.3514446	0.3585801	0.4245103	0.4691415	0.3915213	0.3888513	0.5268957	0.5205313	0.5210738	0.4858696	0.437983	0.425141	0.4500359	0.4461449	0.4669823	0.4705828	0.05391308	0.0388077	0.03884177	0.05969753	0.08838818	0.1707644	0.1866373	0.1759194	0.1233042	0.1203988	0.1187155	0.1179291	0.03328581	0.04255194	0.0204481	0.02347995	0.01042249	0.01451187	0.02405294	0.05248447	0.07143177	0.0552768	0.04834651	0.05434674	0.04765818	0.04456204	0.0452814	0.06902462	0.08275229	0.06353203	0.07856883	0.4426544	0.0573456	0.0573456	0.4426544	0.3443812	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.08147762	0.05126688	0.02634853	0.06806004	0.05133501	0.1946516	0.1468772	0.2263974	0.1254413	0.1245335	0.116264	0.1211671	0.01186828	0.05470334	0.01049566	0.03040054	0.008380608	0.01246437	0.01655937	0.03154651	0.06944111	0.07342242	0.03999243	0.05670058	0.04332346	0.05199291	0.03713118	0.05343163	0.08088696	0.08461762	0.04244645	0.1146912	-2.422438	-2.918083	-3.609641	-2.616878	-2.916683	-1.420064	-1.759307	-1.228766	-1.941881	-1.950182	-2.028295	-1.981424	-4.421947	-2.849574	-4.546242	-3.462423	-4.773419	-4.372338	-4.084105	-3.424237	-2.595306	-2.535268	-3.178251	-2.811599	-3.094771	-2.903255	-3.25546	-2.87444	-2.430356	-2.381199	-3.116138	-2.043693	11.62861	11.7864	12.73677	8.398151	12.20595	9.512984	11.27924	10.84765	12.26304	10.40075	13.99045	12.70444	11.55405	9.807871	9.038039	11.11395	9.528398	11.01327	12.62992	13.22217	9.01178	13.47801	9.229252	10.1053	11.59415	13.26573	13.37164	12.93947	10.55109	13.24777	16.23253	14.42112	0.442654	0.0573456	0.0573456	0.442654	2.682233	10.70217
130	-41554.24	-41405.13	-149.1021	-0.6116932	0.4388247	0.4611822	0.4662312	0.4606227	0.3828067	0.3511097	0.3672546	0.3745136	0.4376007	0.3840825	0.3862405	0.3750606	0.33568	0.347909	0.3263088	0.3445633	0.3852874	0.3514745	0.35861	0.4242117	0.4757982	0.3951197	0.3924497	0.5385063	0.528598	0.5291405	0.4942741	0.4446355	0.4317935	0.4493459	0.4454549	0.462704	0.4663045	0.04988023	0.03836315	0.04036138	0.06762417	0.09842268	0.1872356	0.2066524	0.1962904	0.1348038	0.1306539	0.1281115	0.129584	0.03880136	0.04812909	0.02003307	0.02371749	0.0102191	0.01425982	0.02390048	0.05938951	0.08475131	0.06417006	0.04862387	0.05501818	0.04867865	0.04612719	0.04646996	0.07245591	0.09084945	0.06760194	0.08762191	0.4337388	0.06626118	0.06626118	0.4337388	0.3443812	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.07292101	0.04988685	0.02683946	0.08136505	0.05388329	0.210785	0.1636862	0.2496187	0.1429621	0.1317303	0.1295774	0.1266456	0.01192802	0.06567471	0.009482681	0.03058346	0.008770083	0.01166812	0.01685152	0.03094943	0.08167304	0.08782958	0.03895524	0.0582925	0.04561344	0.05174385	0.04051053	0.0524294	0.08921648	0.09248243	0.04272145	0.1325224	-2.542662	-2.946824	-3.590676	-2.423943	-2.865545	-1.3202	-1.631053	-1.100647	-1.790903	-1.885746	-1.9047	-1.930949	-4.416865	-2.655111	-4.64876	-3.456235	-4.7276	-4.439158	-4.066319	-3.443962	-2.41983	-2.340428	-3.205608	-2.782221	-3.040866	-2.908319	-3.16484	-2.894434	-2.323239	-2.283694	-3.109393	-1.878838	11.32006	12.65697	13.32499	8.931353	11.56632	9.544551	9.883302	10.92195	11.89107	10.25433	13.58449	12.96867	12.74563	9.232602	9.434939	11.38333	10.2971	10.25341	12.39881	14.33789	8.986602	14.23544	8.046701	11.18216	12.67375	12.8384	13.78408	12.79801	9.242751	13.50541	16.06252	14.06748	0.433739	0.0662612	0.0662612	0.433739	2.637383	11.78155
140	-41160.53	-41017.92	-142.6084	-0.5297551	0.4391108	0.4678033	0.4728523	0.4641329	0.3813632	0.3496662	0.3670859	0.3743449	0.4409875	0.3885269	0.3906849	0.3750663	0.3356007	0.3478297	0.3265508	0.3448053	0.3916366	0.351341	0.3584765	0.422817	0.4824182	0.3973153	0.3946453	0.5455933	0.5451258	0.5456683	0.5009954	0.4481247	0.4352827	0.4507048	0.4468138	0.4661709	0.4697714	0.0533929	0.03976783	0.04081263	0.07151878	0.1080983	0.2104847	0.2204608	0.2126475	0.1653164	0.1394695	0.155974	0.1631859	0.04501711	0.05446926	0.02026591	0.02419444	0.01014544	0.01475158	0.02299174	0.06915858	0.1003596	0.07575708	0.05184192	0.0588529	0.04768311	0.04699837	0.05040335	0.07801668	0.09952105	0.06993856	0.1002674	0.4213794	0.07862059	0.07862059	0.4213794	0.3450651	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.07985481	0.05260467	0.026931	0.08834331	0.05469425	0.2438406	0.1771289	0.2637927	0.1615023	0.1361216	0.1428174	0.1691306	0.011661	0.07837322	0.009966531	0.03056529	0.0086113	0.01167958	0.01782358	0.02815991	0.09056186	0.1101572	0.03861788	0.06506596	0.04272638	0.05263983	0.04135691	0.05944979	0.1024585	0.09658358	0.04329354	0.1572412	-2.444321	-2.890912	-3.587177	-2.334033	-2.84975	-1.131738	-1.535922	-1.026348	-1.647093	-1.847883	-1.792084	-1.591802	-4.439776	-2.464658	-4.598506	-3.456848	-4.746031	-4.438165	-4.009249	-3.541292	-2.306794	-2.089136	-3.214657	-2.665074	-3.109273	-2.890206	-3.143279	-2.761333	-2.170201	-2.235775	-3.095493	-1.6789	12.35284	12.49811	13.73195	9.954158	11.26683	9.201618	10.22643	10.90257	13.23769	9.865695	12.6808	12.75543	12.44509	9.482527	10.81589	11.94047	11.52765	10.47381	11.55651	14.00731	8.61532	13.59119	9.362475	10.14036	11.40264	12.90383	13.99298	13.09196	9.574436	13.17325	15.32398	12.8142	0.421379	0.0786206	0.0786206	0.421379	2.775394	11.78155
150	-40985.23	-40844.93	-140.3032	-0.5297551	0.4383139	0.4736881	0.4787371	0.4654941	0.3814272	0.3497302	0.3648373	0.3720963	0.4463733	0.3903753	0.3925333	0.3757621	0.3358851	0.3481141	0.3268457	0.3451002	0.3975891	0.3512861	0.3584216	0.4240092	0.4964616	0.4005927	0.3979227	0.578706	0.5541806	0.5547231	0.5030444	0.4492999	0.4364579	0.4520507	0.4481597	0.4684932	0.4720937	0.05413786	0.03953641	0.04050163	0.07396035	0.1108386	0.2215884	0.2556224	0.2472342	0.1671673	0.1567902	0.1703942	0.1665323	0.05091471	0.06251545	0.02265455	0.02596576	0.01112566	0.015125	0.02386161	0.07601499	0.1078721	0.08289266	0.05497909	0.06636532	0.04987371	0.05059644	0.05323601	0.08342021	0.1094482	0.073184	0.10244	0.4184099	0.08159012	0.08159012	0.4184099	0.3795369	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.08449937	0.05529648	0.02377635	0.09069379	0.05722691	0.2619501	0.1812268	0.330018	0.1644503	0.1426763	0.1709041	0.1698844	0.01155125	0.09027816	0.01055636	0.03475274	0.009180114	0.01307121	0.01717878	0.03054443	0.09425859	0.1214856	0.03412065	0.07583754	0.04285431	0.0568931	0.04429978	0.06217225	0.1142283	0.1046682	0.04169982	0.1631802	-2.382727	-2.838162	-3.715	-2.305193	-2.801801	-1.035857	-1.508058	-0.7081035	-1.625481	-1.793237	-1.579233	-1.586447	-4.449343	-2.310243	-4.540415	-3.324126	-4.681493	-4.324186	-4.046752	-3.457552	-2.262712	-1.978437	-3.343136	-2.500295	-3.106149	-2.808006	-3.071465	-2.713658	-2.04826	-2.146399	-3.134664	-1.634753	12.80908	12.78656	13.87767	10.18206	12.4567	9.138601	11.39843	12.73891	12.49374	9.973454	13.1175	12.48804	13.34199	9.655859	10.73593	11.93765	12.2204	10.58976	12.78894	14.47704	9.371646	12.59657	10.88068	10.51853	11.98766	12.02558	13.54389	13.22984	9.6848	12.18236	15.68707	12.95592	0.41841	0.0815901	0.0815901	0.41841	2.079118	12.25165
160	-40756.9	-40616.02	-140.88	-0.5297551	0.4372981	0.4885325	0.4935815	0.465808	0.3791734	0.3474764	0.3658028	0.3730618	0.4518548	0.3964614	0.3986194	0.3755446	0.3364216	0.3486506	0.3267443	0.3449988	0.4023622	0.3516061	0.3587416	0.4249439	0.5007971	0.4075712	0.4049012	0.5882016	0.5689961	0.5695386	0.5074254	0.4518583	0.4390163	0.4504656	0.4465746	0.4716629	0.4752634	0.05735992	0.03800359	0.04246354	0.07842829	0.1264153	0.240785	0.269499	0.2703969	0.1814411	0.1681043	0.1753364	0.1735138	0.05600781	0.0711028	0.02636735	0.02965508	0.01144464	0.01478259	0.02467138	0.07837904	0.1153876	0.08563205	0.06142613	0.07409697	0.04987002	0.05415654	0.05485986	0.08989684	0.1304553	0.07833094	0.107799	0.412035	0.08796497	0.08796497	0.412035	0.4145554	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.09083877	0.05212611	0.02388107	0.09581059	0.061046	0.2915811	0.1899888	0.3490091	0.1917846	0.1566335	0.1795752	0.1710976	0.01219117	0.09982445	0.01035354	0.04238115	0.01025311	0.01263616	0.01692902	0.03241375	0.1064309	0.1243443	0.03605163	0.08680063	0.03834674	0.06139331	0.04691977	0.06279995	0.1439169	0.1169937	0.03966815	0.1759299	-2.303436	-2.900556	-3.710498	-2.244666	-2.733139	-0.8877174	-1.450083	-0.6233976	-1.438456	-1.683493	-1.519228	-1.577868	-4.394777	-2.199177	-4.560019	-3.117746	-4.569868	-4.358476	-4.061652	-3.396222	-2.127728	-1.951918	-3.286086	-2.35334	-3.221984	-2.727096	-3.01126	-2.702942	-1.783131	-2.021212	-3.18673	-1.54417	11.68652	12.03278	12.80675	11.08319	12.06122	9.292669	12.02458	11.98221	12.52103	8.938912	12.40178	12.50412	13.44741	8.824281	12.70803	11.32615	11.62664	10.85454	12.91569	13.86293	10.15568	11.64243	10.83891	11.67344	12.07987	11.85773	13.66116	12.54441	11.28839	12.23552	14.38619	12.70825	0.412035	0.087965	0.087965	0.412035	2.214344	13.41115
170	-40579.88	-40452.48	-127.4012	-0.5297551	0.4396746	0.5000701	0.5051191	0.4631215	0.378521	0.346824	0.3676981	0.3749571	0.454076	0.4078893	0.4100473	0.375263	0.3362944	0.3485234	0.3270166	0.3452711	0.4073339	0.3517262	0.3588617	0.4267135	0.514404	0.4168794	0.4142094	0.5961498	0.581278	0.5818205	0.5193991	0.4597643	0.4469223	0.4535613	0.4496703	0.4734076	0.4770081	0.06090606	0.04290072	0.04823297	0.09030227	0.1413249	0.2650406	0.2894209	0.2892867	0.2014633	0.1910194	0.1980239	0.1834869	0.06109963	0.07716135	0.02772648	0.03170554	0.01103583	0.01546456	0.02740459	0.08306079	0.1297276	0.08919287	0.06554263	0.08262635	0.0555258	0.06111339	0.05282209	0.09149689	0.1462794	0.08499398	0.1110682	0.4111424	0.08885757	0.08885757	0.4111424	0.4145554	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.0943282	0.05831751	0.02748392	0.1116225	0.06898201	0.316145	0.2139362	0.3649056	0.2136678	0.1752497	0.206789	0.1892587	0.01243141	0.1097678	0.0108981	0.04455486	0.009998756	0.0120729	0.01885622	0.03595297	0.1292867	0.1301686	0.03984221	0.09124305	0.03704194	0.07400966	0.04821713	0.05742706	0.1669921	0.1255667	0.04442126	0.1777151	-2.261897	-2.781766	-3.566285	-2.074274	-2.602433	-0.771545	-1.30136	-0.5541348	-1.302957	-1.548869	-1.34439	-1.454834	-4.37502	-2.093115	-4.508208	-3.065456	-4.595246	-4.404645	-3.951876	-3.288928	-1.907281	-1.899469	-3.182171	-2.298551	-3.257959	-2.526668	-2.982623	-2.798098	-1.607096	-1.940739	-3.068599	-1.531905	10.99702	11.90375	13.84189	10.78975	11.52793	8.673047	11.38372	10.77605	11.38546	7.827961	11.9014	12.45403	12.68219	9.07969	13.00203	12.5206	12.90346	12.59635	13.31657	12.39717	9.179243	9.916529	10.64679	11.30015	11.76441	11.44511	12.25604	13.08377	10.5329	12.34293	15.13357	12.22758	0.411142	0.0888576	0.0888576	0.411142	1.430181	11.35435
180	-40348.35	-40223.87	-124.4786	-0.5368459	0.4438467	0.5071933	0.5122423	0.4649391	0.3787648	0.3470678	0.3693494	0.3766084	0.4615139	0.4112778	0.4134358	0.3757846	0.3368879	0.3491169	0.3273786	0.3456331	0.4161903	0.3525742	0.3597097	0.4271462	0.5236162	0.4228185	0.4201485	0.6145269	0.589773	0.5903155	0.5260603	0.466114	0.453272	0.4627335	0.4588425	0.4715342	0.4751347	0.05998259	0.05302284	0.05157623	0.09904536	0.1556394	0.2801968	0.3144592	0.3195849	0.2173447	0.2061706	0.2111963	0.1935272	0.070804	0.08861892	0.03068967	0.03529098	0.01215099	0.01697048	0.02882162	0.0882624	0.137885	0.09386894	0.07463178	0.08972259	0.05542795	0.06067895	0.05454686	0.1019373	0.1620256	0.09778892	0.1213202	0.4050624	0.09493756	0.09493756	0.4050624	0.4524767	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.09058142	0.07666193	0.02938376	0.124322	0.0737687	0.333135	0.2272586	0.4016598	0.2375101	0.187128	0.2252133	0.1971793	0.01412733	0.1274807	0.01162217	0.04975717	0.01118581	0.01311616	0.02082479	0.03681844	0.1360636	0.1397064	0.04314477	0.1061188	0.03752951	0.07332639	0.04803152	0.06106219	0.1812387	0.1428125	0.05276535	0.1898751	-2.306556	-2.48859	-3.497489	-1.952123	-2.530189	-0.6940399	-1.223856	-0.3985539	-1.166379	-1.468781	-1.23554	-1.404018	-4.245416	-1.92342	-4.443151	-2.949563	-4.48186	-4.320707	-3.850566	-3.264243	-1.848377	-1.817731	-3.099091	-2.131014	-3.244376	-2.536681	-2.986674	-2.732856	-1.507978	-1.792124	-2.887692	-1.450822	11.20474	11.93003	13.92498	12.04003	12.51387	7.956268	10.15849	9.717218	11.12377	5.70013	11.0919	11.86901	12.41983	8.250701	14.63451	12.87853	12.92204	13.37804	13.35203	12.69028	9.278443	10.36438	10.48889	10.41924	12.29333	11.39561	12.26454	12.29043	9.888536	11.07226	14.25266	12.012	0.405062	0.0949376	0.0949376	0.405062	1.629908	12.44193
190	-40133.79	-40015.96	-117.8249	-0.5368459	0.4478774	0.5165889	0.5216379	0.4661175	0.3771587	0.3454617	0.3685141	0.3757731	0.4655477	0.4179344	0.4200924	0.375636	0.3371605	0.3493895	0.3278257	0.3460802	0.4266981	0.3527847	0.3599202	0.4298915	0.5301024	0.4276319	0.4249619	0.6268481	0.5947415	0.595284	0.5293449	0.4644921	0.4516501	0.4613787	0.4574877	0.4748692	0.4784697	0.06373564	0.05208614	0.05365161	0.09908074	0.1589038	0.2884499	0.330065	0.3335132	0.2206225	0.2174704	0.2193533	0.2029317	0.0815223	0.1001384	0.0321486	0.03807728	0.01227502	0.01859644	0.03334145	0.09144247	0.1449764	0.09839152	0.07783026	0.09587052	0.05593608	0.06688091	0.05981309	0.1050764	0.1733818	0.1037803	0.1330847	0.3973287	0.1026713	0.1026713	0.3973287	0.4524767	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.09725133	0.07395234	0.03021995	0.1210782	0.07708327	0.343072	0.2338279	0.4263021	0.2407243	0.1967549	0.2381858	0.2005208	0.01454842	0.1484962	0.0125165	0.05178069	0.01173101	0.01281902	0.02437386	0.04230905	0.1493768	0.1405759	0.04147417	0.1141863	0.03431747	0.07755468	0.05620714	0.06341903	0.2000298	0.1467338	0.06082686	0.2053426	-2.228145	-2.527505	-3.468567	-1.982259	-2.482653	-0.6496342	-1.186822	-0.2969546	-1.148713	-1.406701	-1.162651	-1.383043	-4.215618	-1.746445	-4.368112	-2.907568	-4.433719	-4.343923	-3.689568	-3.119524	-1.739497	-1.810515	-3.140326	-2.048675	-3.337181	-2.476045	-2.820863	-2.692472	-1.386108	-1.760452	-2.736968	-1.353231	11.96928	11.97635	14.12155	11.9332	12.78546	8.368886	10.41124	8.47561	10.84349	5.377787	10.85989	11.15627	12.53659	7.926636	14.27042	12.04717	13.57085	14.50798	13.42095	12.2256	8.30861	9.873031	11.37029	10.57185	12.20747	11.81296	12.34207	12.61488	10.629	11.06801	13.6718	11.2115	0.397329	0.102671	0.102671	0.397329	1.215015	12.8774
